customer_id,fist_name,middle_name,last_name_1,last_name_2,date_of_birth
838228038,Andrés,Sara,García,Martínez,1986-02-07
245526522,Andrés,,Gómez,,1962-07-10
189767685,Andrea,Laura,Pérez,,2003-05-29
83310499,Juan,,García,Pérez,1985-12-17
652706828,Juan,,Pérez,Gómez,1980-07-12
981902093,Natalia,,Rodríguez,,2012-03-02
890197402,Andrea,Juliana,Martínez,,1971-10-17
78696860,Camilo,,Rodríguez,,1999-05-10
460711927,Juan,Natalia,Martínez,Martínez,1957-03-29
435032084,Mateo,,Torres,,2006-09-01
105056492,Felipe,,Gómez,Ramírez,1983-04-25
794415620,Carlos,,Gómez,Torres,1966-03-13
338257659,Sara,,Gómez,Rodríguez,1955-02-06
112923259,Juan,Camilo,Martínez,López,1942-04-22
860901054,Juliana,Luis,Hernández,López,2015-03-02
571410009,Camilo,,Gómez,Ramírez,1952-11-12
754803195,Camila,Luis,García,,1948-05-24
346568898,Luis,,López,,2010-02-11
76168431,María,Sara,Hernández,,1992-04-03
428840513,Andrés,Sara,Rodríguez,,1977-11-19
515522262,Santiago,Valentina,Hernández,López,1953-06-26
725590881,Mateo,,López,,1973-04-14
192835860,Mateo,Laura,Gómez,,1935-11-25
724869697,Daniela,,García,,1938-06-25
170713051,Diego,Mateo,Gómez,Pérez,1956-08-15
493621560,Camilo,,Hernández,,1977-07-01
670259460,Carlos,,Martínez,,1978-01-29
26541120,María,Andrea,Martínez,,2002-08-28
46856195,Camila,Sara,Pérez,,1980-12-10
527909102,Diego,Paula,Martínez,,2004-06-06
289137496,Camila,,Pérez,,1963-02-21
839519493,María,,García,Rodríguez,1976-03-12
497969841,Juan,,Ramírez,,1950-11-13
834310124,Juliana,,Martínez,Rodríguez,1957-06-16
433362469,Paula,Camila,Sánchez,,2013-06-11
46696924,María,,Sánchez,Ramírez,1993-07-01
116811603,Mateo,María,López,Torres,1998-04-27
102825331,Daniela,Mateo,Gómez,,1983-03-07
505510636,Paula,Juliana,López,,1974-07-26
146545302,Santiago,Sara,García,,2012-09-02
436061400,Daniela,,López,Sánchez,1981-12-17
961908449,Valentina,,Pérez,López,1936-03-26
707232693,Natalia,,López,,1957-06-04
610840649,Sara,Juliana,López,,1993-07-29
622598301,Camilo,,Martínez,,1934-11-18
655630119,Diego,,Pérez,Rodríguez,1971-06-17
577027457,Mateo,,Gómez,,1938-03-15
204411767,Felipe,Juliana,Martínez,,2008-01-22
222160971,Juliana,,Hernández,,1954-04-25
970993584,Carlos,Camila,Hernández,,1960-03-10
705746600,Juliana,,Martínez,,1945-12-25
211866292,María,Andrea,López,,1946-01-10
240922419,Laura,,Rodríguez,,1946-12-09
344335072,Camila,Santiago,Pérez,,1953-11-11
644268075,Carlos,,Ramírez,,1956-03-29
996033243,Natalia,,Gómez,,1941-12-14
890144494,Valentina,Andrea,Rodríguez,,1968-04-11
179739627,Sara,Natalia,Pérez,,1943-10-13
821197707,Camila,,Gómez,,1998-09-13
705323801,Daniela,,Rodríguez,García,1938-12-17
15086415,Diego,,García,,2000-05-10
530280422,Sara,,Torres,,1946-12-23
949040413,Mateo,,Pérez,Pérez,1978-12-03
545044876,Andrés,Andrés,Sánchez,,1970-01-20
817881149,Juliana,,Sánchez,,1949-07-28
242159541,Valentina,Mateo,Torres,,1969-09-23
975252538,Felipe,,Martínez,García,1939-11-03
248118765,Felipe,Andrés,Rodríguez,Rodríguez,1959-09-26
935185906,María,,Ramírez,,1972-05-19
890167513,Felipe,Camilo,Martínez,,1999-04-19
12555696,Carlos,Juan,García,,1939-10-14
330966955,Felipe,Paula,Pérez,Martínez,1951-03-10
891633713,Juan,Felipe,Ramírez,Pérez,2015-02-10
875039974,Carlos,Andrés,Sánchez,,1948-10-02
410379456,Andrés,Felipe,Martínez,,1938-07-11
368595198,Camila,Luis,Ramírez,Torres,1946-06-08
373843624,Sara,Mateo,García,Sánchez,1962-01-18
48372411,Andrea,,Ramírez,Rodríguez,1938-02-13
844863085,Daniela,,Sánchez,,1985-12-11
633188018,Camilo,Camilo,Rodríguez,,1940-12-15
187535996,Laura,,Gómez,,1978-05-30
490191664,Mateo,,Sánchez,,1983-02-15
729480988,Javier,,Torres,,1969-12-31
386240068,Luis,,García,,1940-01-30
222539500,Luis,María,Torres,Rodríguez,2003-05-07
40278616,Diego,Carlos,Ramírez,,1942-02-06
314633956,Felipe,Sara,Rodríguez,,1999-03-23
723489759,Sara,,Martínez,Sánchez,2001-06-24
485700631,Carlos,Laura,Pérez,Hernández,1960-02-07
383588659,Carlos,,Torres,López,2012-07-21
739198349,Andrea,,Sánchez,Martínez,1953-12-09
32141096,Camila,Laura,Hernández,Martínez,1968-06-19
331521393,Paula,Paula,López,Pérez,2001-01-16
678609289,Santiago,Javier,Gómez,,1953-09-13
746183660,Juliana,,Torres,García,1939-05-01
971972896,Laura,Sara,Sánchez,Torres,1993-12-20
452096616,Sara,,Gómez,,1996-04-06
233760090,Sara,Andrés,Sánchez,,1964-04-27
646453867,María,,Gómez,,2000-06-07
344175282,Juan,Paula,García,,1979-07-29
850163577,Andrés,Santiago,Rodríguez,,1937-07-26
621978521,Javier,María,Ramírez,García,2006-08-24
484688326,Paula,,Martínez,,1964-11-30
284987371,Camilo,,Pérez,,1964-03-16
394152206,Diego,,Ramírez,Gómez,1992-10-11
348791398,Santiago,María,Ramírez,Ramírez,1971-11-30
945178236,Paula,,Gómez,,1949-12-24
629214031,Laura,,Pérez,,2001-01-16
667965598,Felipe,Camilo,Gómez,,2015-01-11
405648397,Natalia,Daniela,Rodríguez,Rodríguez,1955-10-17
468053079,Santiago,,Gómez,,1959-01-30
754812987,Daniela,Natalia,Sánchez,,1982-04-12
815440344,Carlos,,López,Pérez,1990-06-09
795521281,Andrea,Juliana,Ramírez,Ramírez,1977-12-24
381544696,Felipe,Laura,Torres,Gómez,1987-12-07
396829465,Sara,,García,López,1943-08-21
169613887,Paula,Diego,López,Pérez,1974-02-03
920676160,Santiago,,Pérez,,1993-04-13
107512757,Laura,,Ramírez,Ramírez,1945-12-11
542056594,Luis,,López,,1994-12-29
706831146,Felipe,Sara,Gómez,,1968-12-07
306226126,Felipe,,García,,1956-10-29
671408438,Javier,,López,García,1965-12-26
130600540,Santiago,,Hernández,,1966-02-03
125675128,Javier,,Torres,,2005-02-16
273422979,Daniela,,Gómez,,1972-12-08
802173965,Paula,Juliana,Sánchez,,2010-09-04
307055574,Santiago,Andrea,Gómez,Gómez,1944-01-02
729263982,Mateo,,Sánchez,,1960-03-13
691403683,Santiago,,Rodríguez,,1988-10-14
354650567,Juan,María,Gómez,Pérez,1970-02-10
189042422,Valentina,Carlos,Torres,,1961-05-08
993743799,Juan,,López,Rodríguez,1957-02-12
889297906,Santiago,Mateo,Martínez,,1947-06-05
240940093,Daniela,,Martínez,García,2007-03-29
214928496,Javier,Valentina,López,López,1990-01-22
922873938,Camila,,Ramírez,,2006-10-12
455122248,Laura,,Gómez,,1951-01-20
298426154,Andrea,,Hernández,Rodríguez,1974-03-14
73816303,Mateo,,Gómez,Sánchez,1957-07-10
317263345,Carlos,,Ramírez,Pérez,2002-05-05
238736309,Carlos,,Rodríguez,,1971-12-12
989517652,Diego,Sara,López,Hernández,1973-02-15
858101299,Laura,,Pérez,Torres,2009-08-24
395611130,Daniela,Javier,Hernández,Sánchez,1959-01-09
728353540,María,Carlos,García,Pérez,1980-06-11
347312663,Natalia,,López,,1970-03-18
57563277,Carlos,,Sánchez,,2004-01-27
344372980,Andrea,,López,,1966-05-25
640243256,Luis,Juliana,Pérez,,2007-09-10
724172901,Daniela,,Gómez,,1955-01-04
720067792,Sara,,López,Torres,1936-11-09
604214110,Camila,,López,Sánchez,2009-11-07
241067621,Diego,,Torres,Ramírez,1968-08-19
262500875,Javier,Luis,Martínez,,1936-06-10
783312462,Juliana,Andrea,Gómez,,1985-12-02
589846286,Diego,,Ramírez,,1993-02-28
693514500,María,María,López,López,1938-09-24
786932627,Daniela,Luis,Martínez,Gómez,2007-11-12
726291514,Luis,,Pérez,Ramírez,2013-12-08
89235620,Valentina,,López,Martínez,1949-04-12
573880361,Valentina,,Pérez,,1942-08-21
518330955,Andrés,,García,,1990-09-10
924545633,Laura,Luis,Ramírez,García,1937-08-11
22257371,Sara,Carlos,Gómez,,1965-02-10
662463050,Natalia,Carlos,Pérez,,2006-07-03
345410222,Valentina,Valentina,López,Martínez,1935-11-16
172904035,Sara,Natalia,Ramírez,,1996-12-23
793592957,Sara,Juliana,Torres,,1936-03-09
732764108,Valentina,Santiago,Rodríguez,,1936-11-28
273284525,Sara,Camila,García,,1989-03-01
703383607,Laura,Paula,López,Ramírez,2012-09-14
651230431,Juan,,Martínez,Rodríguez,1982-03-11
919675029,Luis,,Ramírez,,1966-03-27
252860671,Juliana,,López,,1957-07-12
322574313,Juan,Santiago,Martínez,,2014-06-10
468571703,Juliana,,García,García,1955-02-20
323936401,Luis,,Martínez,Rodríguez,1983-05-22
546521335,Paula,Felipe,Sánchez,,1969-07-08
610530798,Santiago,Andrés,Torres,López,2010-02-22
943342939,Luis,,Gómez,Torres,1936-12-05
813175381,Juan,Natalia,Pérez,Martínez,1977-03-26
88906008,Diego,,Gómez,,1967-01-23
19365294,Natalia,,Hernández,,2013-01-29
45789110,Andrés,Paula,Martínez,,1993-12-29
845767710,Sara,,López,Rodríguez,1948-05-28
182749429,Carlos,Mateo,Sánchez,Pérez,2005-07-01
604698124,Andrés,,Martínez,,2010-05-20
834703249,Valentina,,Torres,Sánchez,1972-03-27
304151580,Camila,,Sánchez,,1987-10-17
359760660,Paula,Natalia,López,,1943-04-08
184458005,Mateo,Luis,Rodríguez,Rodríguez,1953-01-22
450024447,Valentina,Valentina,Rodríguez,Sánchez,1985-12-22
559976459,Camila,,Ramírez,,2000-01-02
989767116,Andrea,Juan,Rodríguez,Gómez,1966-09-16
789982131,Mateo,Laura,López,García,2004-04-05
562193729,Camila,,Torres,,1986-10-14
675693491,Mateo,Andrés,Hernández,,1995-12-02
467311460,Andrea,,Sánchez,,2012-12-04
294680832,Santiago,,Rodríguez,López,1996-08-11
509128501,Sara,,Pérez,,1976-01-03
89641122,Andrea,Carlos,Martínez,,1942-10-12
54647178,Valentina,Diego,Rodríguez,,1971-08-04
642121618,Valentina,,Pérez,,1938-03-27
446367810,Andrés,,Ramírez,Martínez,2012-11-12
616420202,Natalia,,Rodríguez,García,2010-03-16
487131759,Mateo,Daniela,García,Torres,1954-08-01
291487383,Laura,,Torres,Ramírez,1952-06-30
332193394,Camilo,Juan,Hernández,,1946-09-12
814796955,Juan,Camilo,Sánchez,,1954-07-25
293366060,Camila,,Pérez,García,1935-05-09
552368815,Luis,,Martínez,García,1952-12-07
877411139,Carlos,,Rodríguez,Torres,1992-12-09
85194865,Camila,María,Pérez,López,1956-10-12
208702519,Carlos,Felipe,Sánchez,,1934-10-10
675081181,Valentina,Carlos,Martínez,Hernández,1964-06-26
740745754,Luis,Natalia,Sánchez,,1960-07-11
64155609,Luis,,López,Gómez,1990-07-01
49889803,Diego,Juan,Martínez,,1971-03-17
729263447,María,,Torres,,2005-08-19
877134724,Diego,,Martínez,,1952-01-08
72211325,Andrea,Juan,López,,2005-09-30
732641424,Juan,,Sánchez,Pérez,1944-08-25
834057470,Mateo,Diego,Ramírez,García,1973-01-04
76220443,Camilo,Luis,Pérez,,1937-06-14
326819348,Javier,Santiago,Sánchez,,1995-12-07
943040559,Laura,,Hernández,,1988-06-30
195153331,Felipe,Natalia,García,,1989-08-23
942325288,Javier,,Rodríguez,,1936-08-26
150064574,Andrea,,Gómez,Pérez,1973-07-14
661388624,Valentina,Camilo,López,,1996-08-07
788458371,Luis,Andrés,Rodríguez,,1952-04-05
222388965,Daniela,Santiago,Hernández,Martínez,1959-10-16
242897281,Diego,,Hernández,,1993-11-16
974197053,Paula,Laura,Rodríguez,,1958-11-30
444884630,Carlos,,López,Pérez,1980-04-20
542757638,Juan,Laura,Rodríguez,Hernández,2000-02-10
540596504,María,María,Gómez,Torres,1977-08-28
35094663,Camila,Paula,Martínez,García,1986-11-06
556582744,Sara,Valentina,López,García,1999-07-07
828046186,Mateo,Daniela,García,Torres,1998-10-02
474726504,Santiago,,García,,2003-08-28
360395627,Andrea,Valentina,López,Torres,1962-07-23
421479357,Camila,,Sánchez,,1954-03-14
361348522,Santiago,,Gómez,,1971-03-22
251424739,Camila,,Pérez,,1953-05-01
858694944,Andrea,,García,Gómez,1955-12-26
316704428,Camila,,Sánchez,,1979-06-19
925915987,Juliana,,López,Sánchez,1955-05-15
906506428,Sara,,Sánchez,Martínez,2012-08-02
784280052,Carlos,,Gómez,Ramírez,1958-10-21
13028384,Daniela,,Hernández,,1951-05-21
995356713,Carlos,,Torres,,1940-02-17
580892110,Mateo,,Torres,,1951-11-24
404323028,María,,Sánchez,,2013-12-17
472284366,Luis,Javier,Rodríguez,López,1998-03-17
159251059,Javier,,López,Ramírez,1984-02-13
609509964,Laura,Natalia,Martínez,Martínez,1949-01-20
54307545,Mateo,,Sánchez,,1938-07-07
72954357,Sara,Felipe,Pérez,,2013-11-21
71595392,Carlos,Juliana,Gómez,Torres,1946-10-18
610548462,Daniela,Diego,Pérez,,2011-04-11
246587852,Andrea,,Rodríguez,Torres,1953-12-13
813612526,Valentina,,Torres,,2006-10-18
66642524,Juliana,,Martínez,Rodríguez,1948-05-17
833601681,María,Diego,García,,1968-12-21
959629724,Paula,,García,Sánchez,1996-05-27
501486662,Camila,,García,,1973-02-18
168748633,Javier,,Ramírez,,1968-02-14
811804362,Valentina,,Pérez,,2006-05-24
612703973,Natalia,,Rodríguez,,1983-01-05
550180336,Mateo,Santiago,Pérez,,1998-08-28
963735866,María,Mateo,Rodríguez,,1960-08-14
29067446,Luis,,Hernández,Torres,2005-07-24
115595283,Andrés,Daniela,Torres,,1953-12-06
464045476,Luis,,Sánchez,Torres,1985-04-01
206083869,Felipe,,Ramírez,Gómez,1974-09-01
212370819,Camilo,Diego,Rodríguez,Torres,1944-06-10
551710681,Daniela,,Ramírez,,1934-07-13
176658852,Santiago,Juan,Pérez,,1967-07-28
970586468,Natalia,Natalia,Sánchez,,2011-07-23
507256670,Juliana,Andrea,Hernández,,2006-11-30
266723623,Carlos,,Gómez,Torres,1972-08-31
310466709,Andrea,,Martínez,López,1991-10-13
176682934,Laura,,Pérez,,1967-11-29
787589504,Javier,,Hernández,,1979-05-07
447265511,María,,Sánchez,,1985-03-10
38114900,Luis,Juliana,Ramírez,,1974-03-08
822867179,Luis,,Ramírez,,1945-03-03
242337012,Diego,,Ramírez,Rodríguez,2005-12-31
949427023,Diego,Valentina,García,Hernández,1954-09-24
588524320,Valentina,Andrés,Torres,Ramírez,1980-07-02
842726328,Valentina,Juan,García,,1975-03-05
650955177,Sara,,López,,1971-02-25
754563060,Santiago,,Hernández,,1979-01-03
637934015,Valentina,,Martínez,Rodríguez,1981-03-05
143713266,Camilo,Paula,Hernández,Gómez,1966-10-04
311418625,Mateo,,Martínez,García,1943-08-16
156555916,Juliana,Laura,Torres,,1953-10-02
834039769,Luis,Paula,Rodríguez,,1973-06-16
496055516,Daniela,Daniela,López,,1982-09-25
695070067,Valentina,Javier,Rodríguez,,1961-12-17
401483103,Diego,Santiago,Ramírez,,1961-01-27
285146396,Carlos,,Gómez,,1981-03-16
379459565,Daniela,,Hernández,Gómez,1977-09-08
424962216,Juliana,,Hernández,,1976-11-01
147977574,Andrea,Juliana,Martínez,,1952-01-01
374646364,Juan,,García,,1938-07-09
830643605,Daniela,,García,,1980-07-20
904518616,María,Camilo,Martínez,,1940-12-04
973772921,Juan,Camilo,Hernández,,1999-03-25
277748928,Natalia,Natalia,Torres,Gómez,1950-05-15
157419248,Paula,María,Martínez,García,1984-03-06
624523823,Natalia,,Ramírez,Sánchez,2000-09-11
263549498,Natalia,,Torres,,1944-08-16
378690274,Natalia,,García,,2003-03-25
582907261,Carlos,Camila,Pérez,Sánchez,2014-11-06
788462549,Carlos,Laura,Torres,Martínez,1945-04-30
866067234,Laura,Laura,Pérez,Hernández,1953-12-26
683106468,Daniela,,Gómez,,1957-11-12
444074648,María,,Gómez,Pérez,2006-02-01
212374809,Laura,,Ramírez,Pérez,1963-01-28
453875999,Andrés,Carlos,García,Sánchez,1944-12-17
465844580,Camila,Paula,García,García,1992-01-03
872715754,Laura,,Pérez,Pérez,1987-12-05
940088713,Camilo,Natalia,Hernández,,1936-03-16
958565233,Carlos,Andrés,López,Pérez,1970-05-21
299599086,Camilo,Daniela,Ramírez,Rodríguez,1938-09-13
492236422,Camila,,Pérez,Torres,1961-02-11
53145588,Diego,Mateo,Gómez,Gómez,1976-02-27
873265968,Camilo,,Martínez,Ramírez,1936-01-24
533874260,Andrea,Daniela,Sánchez,,1936-10-14
122050875,Mateo,,López,López,1970-02-14
323943115,Diego,,García,Torres,2006-07-25
728414730,Felipe,,García,,1967-01-03
177732998,Camilo,Camilo,Ramírez,Torres,1974-05-24
885649738,María,,Ramírez,,2000-10-20
132980913,María,,García,Sánchez,1943-05-07
227431506,Javier,Daniela,García,Gómez,1981-07-13
238044281,Laura,,Sánchez,Pérez,2003-04-11
737760757,Mateo,,García,,1948-08-22
655522590,Camila,Juliana,Torres,,2007-03-02
386212158,Juliana,Felipe,Pérez,,1991-04-15
697390970,Diego,,Ramírez,,2005-07-24
31345954,Camilo,Camila,Sánchez,Torres,1992-09-03
946637142,Luis,Camila,Ramírez,Sánchez,2001-10-17
815494769,Diego,,Hernández,,1944-09-29
368372815,Sara,,Rodríguez,,1990-05-03
387563301,Sara,,García,Pérez,2013-03-19
798189899,Valentina,,López,Gómez,2009-08-20
330054676,Diego,Sara,Rodríguez,Torres,1986-07-30
763060582,Javier,Paula,Rodríguez,,1950-09-03
81638680,Laura,Andrés,Hernández,Gómez,1972-03-01
373480645,Camila,,Hernández,Hernández,1980-08-15
341797595,Carlos,Sara,Ramírez,,1980-04-04
943826617,Sara,Luis,Rodríguez,,1967-07-25
230670005,Daniela,,Pérez,Pérez,1962-05-25
852336724,Andrea,Felipe,Gómez,,1993-01-14
593808104,Daniela,Valentina,Rodríguez,Sánchez,2001-03-13
800790687,Luis,Juan,Ramírez,Ramírez,1956-08-09
123439131,Andrés,,Gómez,,1968-12-05
907949505,Andrea,Luis,Ramírez,,1975-07-09
846235892,Camilo,,López,Torres,1976-12-25
434889962,Javier,,Ramírez,,1994-05-22
429193649,Javier,Paula,Hernández,Sánchez,1968-04-30
477899803,Camila,,Torres,Rodríguez,1962-02-08
282097282,Diego,,García,Torres,1984-01-13
520118088,María,Javier,Martínez,Ramírez,1940-07-16
294341598,Mateo,Laura,Rodríguez,García,1951-01-13
278722107,Laura,Mateo,García,,1964-04-27
203145835,Andrés,,García,,1966-11-03
128473367,Daniela,,Pérez,Ramírez,2009-09-08
330559169,Laura,,García,,1965-05-20
896340802,Andrea,,Hernández,Sánchez,2009-10-20
299266327,Sara,Laura,Pérez,,1977-07-21
726238160,Diego,Mateo,Ramírez,,1939-03-24
941137771,Sara,Camilo,Pérez,Rodríguez,1954-03-21
398001041,Paula,,Torres,,1984-02-15
850603995,Camilo,,Pérez,Torres,1946-04-28
140330753,Laura,,Ramírez,López,1997-11-22
898587399,Camila,Daniela,Sánchez,Pérez,1940-09-12
447749272,Juan,,Hernández,,2012-01-17
468819403,Diego,,López,Torres,1990-10-30
824931954,Andrés,Natalia,Sánchez,,2005-01-18
39911917,Camilo,,Torres,,1961-10-30
68097040,Diego,,Ramírez,,1966-06-02
231759519,Luis,Laura,Hernández,,1980-11-17
589086221,María,Valentina,Pérez,Gómez,1996-09-15
193937250,María,Sara,Torres,,1994-10-15
609186455,Carlos,,Martínez,,1969-03-30
499876628,Valentina,Juan,Ramírez,Martínez,1971-01-11
986022163,Juliana,,Hernández,Martínez,1988-07-12
591224338,Paula,Juan,Gómez,Torres,2012-04-07
230017356,Camila,Felipe,López,Rodríguez,1935-10-19
132492237,Mateo,Andrés,Ramírez,,1979-11-10
653614451,Santiago,Sara,García,,1993-05-09
548283301,Santiago,,Sánchez,,2000-04-29
225152774,Javier,,García,García,2009-06-13
407695273,Santiago,Luis,Martínez,Ramírez,1993-04-30
992231097,Javier,Valentina,Torres,Hernández,1958-10-08
31168533,Paula,Andrea,Pérez,,1975-03-28
88226372,Andrea,Natalia,Martínez,,1946-09-04
990876886,Sara,,Rodríguez,,1936-05-17
959588292,Paula,,López,Torres,1939-05-27
824917073,Carlos,Juliana,Hernández,Torres,1970-05-14
798510386,Laura,,Hernández,Torres,2009-07-11
762976385,Javier,,López,Sánchez,1951-05-14
489289821,Santiago,Camila,López,Rodríguez,1936-12-09
808567415,Valentina,,Sánchez,Pérez,2010-04-08
187207591,Carlos,Diego,Gómez,,2007-11-16
467306175,Andrés,Luis,Rodríguez,Ramírez,1979-12-23
989747437,Felipe,,Gómez,Gómez,1955-03-13
401460951,Felipe,Luis,Hernández,,1972-02-17
115900075,Valentina,,Gómez,Ramírez,1960-05-16
758077130,Andrés,Andrea,García,,1967-08-20
938618142,Diego,,Ramírez,García,2012-04-28
63093605,Camilo,,Rodríguez,,1987-10-13
499945782,Laura,María,Rodríguez,García,1980-05-04
713673429,Felipe,Mateo,García,,1959-05-07
109666823,Andrea,,Martínez,Sánchez,1981-03-03
668029263,Javier,,Pérez,,1999-07-28
955970648,Camilo,,Pérez,,1988-05-12
725094465,Paula,,Martínez,García,1987-02-13
719524040,Paula,,Pérez,Ramírez,2005-05-05
40898999,Luis,Mateo,Pérez,López,1991-12-12
911348309,Carlos,Luis,Gómez,Pérez,1978-04-02
431010479,Diego,,Ramírez,Rodríguez,1986-01-22
919338745,Mateo,,Sánchez,Pérez,1978-04-03
547339921,Mateo,,Gómez,,1995-08-20
276341300,Juan,Paula,Gómez,,1986-10-20
262543191,Valentina,,Pérez,Gómez,1972-02-06
856612872,Carlos,Mateo,Rodríguez,Pérez,1973-07-01
31939971,Laura,Carlos,Gómez,Gómez,1964-12-08
274759739,Camilo,,Ramírez,,2013-12-19
617632702,Valentina,,Rodríguez,Hernández,2011-10-30
20014818,Juan,Luis,Hernández,Gómez,1968-12-28
344356651,Carlos,Juliana,Hernández,,1998-08-27
217926874,Camilo,,Gómez,Gómez,1954-01-28
11498821,Mateo,Diego,Sánchez,López,1957-09-11
853392521,Andrés,Juliana,Ramírez,,1987-02-17
682601000,Daniela,Luis,Ramírez,García,2001-09-14
517201080,Andrés,Paula,Martínez,Torres,1936-12-30
537850262,Valentina,Luis,Rodríguez,,1945-10-27
725394270,Camilo,Andrés,Ramírez,Hernández,1970-11-16
658596465,Diego,Andrés,Gómez,,1955-09-25
372181684,Diego,Javier,López,Gómez,1977-08-08
650204470,Mateo,,López,,1939-12-28
683396327,Mateo,Natalia,Gómez,,1985-12-28
130107038,Juan,Juliana,García,,2013-08-17
160000503,Diego,,Rodríguez,Gómez,2003-07-12
364168017,Juliana,Paula,López,Martínez,1951-02-24
690708756,Paula,Diego,Martínez,Hernández,1939-04-29
917613174,Mateo,Laura,Ramírez,,1936-11-07
352516947,María,Felipe,Martínez,Martínez,1997-08-02
827841401,Juliana,Juliana,García,,1990-06-13
229224339,Camila,,Sánchez,,1938-02-07
967304765,Daniela,Andrea,López,,1964-04-25
584879166,Sara,,Sánchez,García,1987-04-19
191843995,Santiago,,Sánchez,,1949-04-23
549180892,Diego,,Torres,Torres,1983-05-14
174898098,Felipe,,López,,1937-09-01
310659765,Camila,,Ramírez,Torres,1948-11-22
309958609,Juan,,Ramírez,,1980-07-25
113320357,María,Javier,Martínez,Hernández,1981-03-13
755496522,Juliana,Carlos,Pérez,López,1951-06-08
392619831,Camilo,Camilo,Martínez,Hernández,2013-11-07
919224201,Felipe,,Sánchez,,1951-02-12
364845976,Natalia,,Sánchez,,1995-12-09
262096461,Juliana,Santiago,Hernández,,1950-11-22
748522970,Luis,Santiago,López,Torres,1988-04-22
287849751,Luis,,López,,1944-01-05
457490083,Diego,Andrea,Gómez,,1959-05-25
758786082,Camilo,,Martínez,,2009-08-10
29585114,Luis,,Hernández,Martínez,1997-06-23
204373558,Santiago,,Martínez,,1947-11-12
554002564,Valentina,Valentina,Sánchez,,1947-05-01
862359314,Luis,,Martínez,,1950-07-31
691007172,Daniela,Laura,Gómez,Ramírez,1969-05-05
939616822,María,Mateo,Sánchez,Pérez,1981-07-13
272113130,Javier,,López,,1944-02-15
635439589,Andrés,,Hernández,,1954-11-09
268920266,Juan,,Hernández,Torres,1948-03-28
251026637,Laura,Camila,Torres,,1993-11-15
350965646,Diego,,Gómez,Pérez,1968-12-18
143933403,Camila,Daniela,Martínez,,2013-03-30
182345068,Felipe,,Pérez,,1953-06-29
152785875,Santiago,Carlos,López,,1987-07-12
165907892,Natalia,Valentina,Pérez,,1944-02-21
493297183,Sara,,Martínez,,1978-06-20
677261594,Mateo,,Sánchez,Pérez,2002-12-13
129110096,Santiago,Mateo,Sánchez,Hernández,1951-04-29
669336582,Carlos,Juliana,Pérez,,1984-11-18
335793284,Valentina,,Ramírez,,1990-12-28
181214785,Juan,Paula,Rodríguez,,1941-05-15
838817399,Valentina,Daniela,Sánchez,,1952-02-14
930596154,Camilo,,García,,1970-08-30
10680599,Luis,Andrea,García,,1970-09-21
791254089,Camila,María,Hernández,,2006-06-22
805628666,Paula,Carlos,Martínez,García,1980-05-01
160142030,Felipe,,Ramírez,,1979-08-02
656310732,Javier,,López,García,2008-05-06
370186347,Mateo,,Ramírez,,1996-07-16
28691644,Daniela,Camila,Hernández,Pérez,1979-12-07
