staff_id,fist_name,middle_name,last_name_1,last_name_2,phone_number,email,salary,tipe_worked
90,Laura,Laura,Gómez,,306492638,laura.gómez42@hotmail.com,2500000,empleado
91,Laura,Laura,López,,318552506,laura.lópez10@outlook.com,1200000,empleado
92,Laura,,Rodríguez,,321940006,laura.rodríguez27@hotmail.com,2500000,administrador
93,Paula,,García,,303944720,paula.garcía92@gmail.com,1800000,administrador
94,Mateo,,Pérez,,312537462,mateo.pérez89@gmail.com,800000,empleado
95,Laura,,López,,319518523,laura.lópez93@hotmail.com,3000000,administrador
96,Camila,Andrea,Gómez,,326458565,camila.gómez49@hotmail.com,2000000,administrador
97,Paula,Andrés,López,García,301410137,paula.lópez85@hotmail.com,900000,empleado
98,Valentina,,Gómez,,312942112,valentina.gómez85@outlook.com,1500000,administrador
99,Javier,Valentina,Gómez,,326064407,javier.gómez1@outlook.com,800000,empleado
100,Andrea,,Torres,,325634951,andrea.torres75@hotmail.com,3000000,empleado
101,Natalia,Andrés,Ramírez,,315898408,natalia.ramírez1@outlook.com,2000000,empleado
102,Daniela,,López,,316028298,daniela.lópez22@hotmail.com,1500000,administrador
103,Mateo,,García,Hernández,324029927,mateo.garcía58@outlook.com,1800000,administrador
104,Santiago,,Martínez,,314047508,santiago.martínez97@hotmail.com,1000000,administrador
105,Mateo,,Ramírez,,306176458,mateo.ramírez27@hotmail.com,1500000,empleado
106,Felipe,,Gómez,,302048829,felipe.gómez41@outlook.com,2500000,empleado
107,Santiago,,Martínez,,327782693,santiago.martínez97@gmail.com,1500000,administrador
108,Andrés,Camila,Gómez,,318354698,andrés.gómez66@outlook.com,2500000,administrador
109,Paula,Sara,Rodríguez,Sánchez,318738903,paula.rodríguez46@outlook.com,1200000,administrador
110,Luis,Camila,Pérez,,326938729,luis.pérez19@gmail.com,3000000,empleado
111,Valentina,,Pérez,,306642380,valentina.pérez63@hotmail.com,1500000,empleado
112,Camilo,,Torres,Torres,321777011,camilo.torres2@gmail.com,1800000,administrador
113,Camila,Paula,Hernández,,319523713,camila.hernández73@outlook.com,3000000,administrador
114,Diego,,Hernández,Ramírez,304475199,diego.hernández49@outlook.com,1200000,empleado
115,Juan,,Rodríguez,,319913183,juan.rodríguez74@gmail.com,1800000,administrador
116,Diego,,Sánchez,García,318440557,diego.sánchez38@gmail.com,1000000,empleado
117,Diego,,Sánchez,Sánchez,319593695,diego.sánchez86@gmail.com,3000000,empleado
118,Andrea,,Rodríguez,,325767751,andrea.rodríguez3@gmail.com,2500000,empleado
119,Javier,Andrea,Rodríguez,,305436449,javier.rodríguez23@outlook.com,3000000,empleado
120,María,,García,,304969975,maría.garcía16@outlook.com,1500000,administrador
121,Luis,,Sánchez,,304290354,luis.sánchez98@hotmail.com,2000000,empleado
122,Natalia,,Sánchez,,317893805,natalia.sánchez17@outlook.com,2000000,administrador
123,Laura,,Gómez,,315823880,laura.gómez17@gmail.com,1200000,empleado
124,Mateo,,Pérez,Ramírez,319316874,mateo.pérez44@gmail.com,2500000,empleado
125,Diego,Sara,Gómez,Sánchez,327779097,diego.gómez83@outlook.com,1500000,empleado
126,Juliana,,Hernández,,308572907,juliana.hernández92@hotmail.com,800000,administrador
127,Luis,Sara,Rodríguez,Rodríguez,311191607,luis.rodríguez14@hotmail.com,2500000,administrador
128,Juan,Felipe,Rodríguez,,312295858,juan.rodríguez75@outlook.com,1800000,administrador
129,María,,Gómez,,329619352,maría.gómez34@outlook.com,2500000,empleado
130,Camilo,,Sánchez,,314110766,camilo.sánchez45@outlook.com,2000000,administrador
131,Natalia,,Pérez,Hernández,323152255,natalia.pérez50@outlook.com,2500000,administrador
132,Juan,,Sánchez,,325519430,juan.sánchez58@hotmail.com,1000000,administrador
133,Laura,,López,García,324559140,laura.lópez97@hotmail.com,2000000,empleado
134,Santiago,,Rodríguez,López,301056692,santiago.rodríguez37@gmail.com,1200000,empleado
135,Andrés,Felipe,Ramírez,Rodríguez,313071894,andrés.ramírez55@hotmail.com,900000,empleado
136,Camila,Paula,Hernández,,319297538,camila.hernández57@gmail.com,1000000,administrador
137,Andrés,,Hernández,López,301135451,andrés.hernández54@outlook.com,800000,empleado
138,Sara,,Pérez,,324072026,sara.pérez27@outlook.com,2500000,empleado
139,Daniela,Andrés,Pérez,Torres,321257929,daniela.pérez70@hotmail.com,1200000,administrador
140,Andrea,,Hernández,Pérez,303911584,andrea.hernández19@outlook.com,1200000,empleado
141,Javier,,Sánchez,Torres,327166209,javier.sánchez65@gmail.com,2000000,empleado
142,Mateo,,Gómez,,309704633,mateo.gómez78@gmail.com,900000,administrador
143,Javier,,Rodríguez,,313564925,javier.rodríguez37@hotmail.com,1000000,empleado
144,Valentina,Santiago,Sánchez,,319499525,valentina.sánchez62@gmail.com,800000,administrador
145,Javier,Juan,García,Ramírez,303534502,javier.garcía60@gmail.com,3000000,empleado
146,Sara,,Martínez,Hernández,302387526,sara.martínez62@outlook.com,1800000,empleado
147,Camila,Santiago,García,,324689757,camila.garcía24@outlook.com,2000000,administrador
148,Felipe,Sara,Sánchez,,319869627,felipe.sánchez1@gmail.com,800000,administrador
149,Laura,Natalia,Sánchez,Ramírez,326063357,laura.sánchez99@outlook.com,1500000,empleado
150,Natalia,Daniela,Martínez,,318312638,natalia.martínez29@gmail.com,3000000,administrador
151,Andrea,María,Martínez,López,301738886,andrea.martínez24@hotmail.com,2500000,empleado
152,Luis,,López,Hernández,329960553,luis.lópez32@outlook.com,800000,administrador
153,Felipe,,Ramírez,López,302050603,felipe.ramírez46@gmail.com,900000,empleado
154,Javier,,Torres,Torres,313193391,javier.torres81@gmail.com,1200000,empleado
155,Paula,Santiago,Sánchez,Rodríguez,313702488,paula.sánchez94@outlook.com,2500000,empleado
156,Camila,Santiago,Gómez,Sánchez,315470010,camila.gómez26@hotmail.com,1500000,administrador
157,Andrés,,García,Torres,304142139,andrés.garcía55@outlook.com,3000000,empleado
158,Carlos,,Sánchez,,313322827,carlos.sánchez79@gmail.com,2000000,empleado
159,Daniela,,Torres,Rodríguez,318568573,daniela.torres92@hotmail.com,1500000,administrador
160,Carlos,Mateo,Torres,Sánchez,313508393,carlos.torres92@gmail.com,2500000,administrador
161,Juan,,Ramírez,,325645646,juan.ramírez24@hotmail.com,3000000,administrador
162,Juliana,Camilo,Ramírez,López,328444555,juliana.ramírez8@outlook.com,800000,empleado
163,Mateo,,Martínez,,321235236,mateo.martínez52@hotmail.com,1000000,administrador
164,Valentina,Camilo,Pérez,,303429877,valentina.pérez80@outlook.com,1500000,empleado
165,Natalia,Sara,Sánchez,,319566074,natalia.sánchez25@gmail.com,1500000,empleado
166,Felipe,Luis,Sánchez,,321490072,felipe.sánchez56@gmail.com,900000,empleado
167,Natalia,,Martínez,,323098364,natalia.martínez77@gmail.com,3000000,administrador
168,Camila,,Martínez,Gómez,303234715,camila.martínez39@outlook.com,900000,empleado
169,Juliana,Sara,García,Torres,304129511,juliana.garcía90@gmail.com,1000000,administrador
170,Diego,Andrea,Rodríguez,,328852876,diego.rodríguez4@outlook.com,800000,empleado
171,Santiago,Carlos,Pérez,Torres,318724444,santiago.pérez79@gmail.com,2000000,empleado
172,Santiago,,García,,318094942,santiago.garcía87@outlook.com,800000,empleado
173,Natalia,Laura,Pérez,,326618634,natalia.pérez91@gmail.com,900000,empleado
174,Luis,Andrea,Gómez,,301153647,luis.gómez68@gmail.com,800000,administrador
175,Juliana,,Hernández,García,308969651,juliana.hernández29@gmail.com,3000000,administrador
176,Camilo,Juan,Hernández,,305775609,camilo.hernández89@outlook.com,2000000,empleado
177,Paula,,Torres,,321246877,paula.torres83@gmail.com,1000000,empleado
178,Luis,Andrea,Martínez,,314532909,luis.martínez17@outlook.com,1800000,administrador
179,Camilo,,Ramírez,López,306308972,camilo.ramírez10@gmail.com,1200000,empleado
180,Carlos,,Gómez,Torres,302609732,carlos.gómez35@hotmail.com,2500000,administrador
181,Andrés,,Pérez,Torres,301203186,andrés.pérez80@gmail.com,2000000,administrador
182,Santiago,,Hernández,,302085896,santiago.hernández84@gmail.com,1800000,administrador
183,Camilo,Luis,López,Gómez,322687224,camilo.lópez53@gmail.com,1200000,empleado
184,Andrés,Laura,Sánchez,García,321438646,andrés.sánchez43@outlook.com,2000000,empleado
185,Sara,,López,,308164032,sara.lópez33@hotmail.com,1800000,empleado
186,Camilo,Daniela,Martínez,Hernández,306253411,camilo.martínez68@hotmail.com,1500000,empleado
187,Juliana,Felipe,Hernández,,318443083,juliana.hernández82@hotmail.com,2000000,empleado
188,Daniela,Natalia,Sánchez,,328714296,daniela.sánchez89@outlook.com,1000000,empleado
189,Mateo,Laura,García,,323478783,mateo.garcía20@gmail.com,3000000,empleado
190,Mateo,Juan,Ramírez,,311791469,mateo.ramírez63@outlook.com,900000,administrador
191,Juliana,Camila,Sánchez,,321546235,juliana.sánchez3@hotmail.com,3000000,administrador
192,Felipe,Camila,Hernández,Martínez,313810469,felipe.hernández2@outlook.com,1000000,administrador
193,Luis,,García,García,312504599,luis.garcía76@hotmail.com,3000000,empleado
194,Luis,,Rodríguez,,303519345,luis.rodríguez95@gmail.com,2000000,administrador
195,Camila,,Gómez,,308086204,camila.gómez25@hotmail.com,1800000,administrador
196,Paula,,García,,323858447,paula.garcía36@hotmail.com,1200000,empleado
197,Andrea,,Hernández,,325425832,andrea.hernández27@gmail.com,900000,empleado
198,Andrea,,Sánchez,Martínez,305515241,andrea.sánchez63@outlook.com,900000,empleado
199,Javier,,Hernández,,315241731,javier.hernández48@hotmail.com,1500000,administrador
200,Javier,,Gómez,Pérez,328723258,javier.gómez25@hotmail.com,2000000,empleado
201,Andrés,Luis,Hernández,,302945681,andrés.hernández14@hotmail.com,900000,empleado
202,Andrea,,Rodríguez,,302273255,andrea.rodríguez5@outlook.com,3000000,empleado
203,Diego,Sara,Torres,Gómez,327982179,diego.torres6@hotmail.com,1000000,empleado
204,Camila,Valentina,Ramírez,López,318057660,camila.ramírez73@outlook.com,800000,administrador
205,Mateo,,Sánchez,,314878315,mateo.sánchez84@outlook.com,1200000,empleado
206,Daniela,,Pérez,,303936173,daniela.pérez62@gmail.com,1000000,administrador
207,Mateo,,López,,311291856,mateo.lópez29@hotmail.com,2500000,empleado
208,Felipe,,Rodríguez,López,305194635,felipe.rodríguez65@outlook.com,900000,empleado
209,Diego,,López,López,302968794,diego.lópez9@hotmail.com,900000,empleado
210,Natalia,,López,Hernández,323098717,natalia.lópez93@gmail.com,1200000,administrador
211,Diego,Juliana,Hernández,,321867767,diego.hernández70@outlook.com,800000,administrador
212,Natalia,Juan,Torres,,327664613,natalia.torres66@outlook.com,2000000,administrador
213,Carlos,,García,,324291920,carlos.garcía79@gmail.com,1500000,administrador
214,Carlos,,Hernández,Sánchez,312030505,carlos.hernández11@hotmail.com,800000,administrador
215,Diego,,Martínez,Rodríguez,311065229,diego.martínez51@gmail.com,3000000,empleado
216,Carlos,,Pérez,Martínez,305427304,carlos.pérez28@gmail.com,1200000,administrador
217,Sara,Andrés,Martínez,Gómez,327389084,sara.martínez92@gmail.com,900000,empleado
218,Daniela,,López,,318573310,daniela.lópez36@outlook.com,2000000,administrador
219,Paula,,García,,305227854,paula.garcía65@gmail.com,2500000,administrador
220,Daniela,Daniela,Pérez,López,309874618,daniela.pérez20@outlook.com,2500000,empleado
221,Camilo,,Torres,,305938162,camilo.torres69@outlook.com,900000,empleado
222,Diego,Diego,Torres,López,311277727,diego.torres31@gmail.com,2500000,empleado
223,Paula,,Gómez,Rodríguez,314425115,paula.gómez17@outlook.com,1500000,administrador
224,Andrés,,Hernández,,319287361,andrés.hernández53@gmail.com,2000000,empleado
225,Paula,Camilo,Martínez,,302038163,paula.martínez27@outlook.com,1800000,administrador
226,Paula,Valentina,Martínez,,325533848,paula.martínez34@hotmail.com,1200000,empleado
227,Natalia,Daniela,Pérez,,326907722,natalia.pérez25@gmail.com,1500000,administrador
228,Carlos,,Torres,,318282360,carlos.torres77@outlook.com,1000000,empleado
229,Mateo,,Ramírez,Gómez,309056627,mateo.ramírez74@gmail.com,800000,empleado
230,Camila,,Pérez,Torres,329419113,camila.pérez96@gmail.com,1500000,empleado
231,Diego,Daniela,Torres,Pérez,318169552,diego.torres2@gmail.com,900000,administrador
232,Andrea,Mateo,Rodríguez,,324227086,andrea.rodríguez57@gmail.com,1800000,empleado
233,Camilo,,Torres,Ramírez,328003657,camilo.torres37@outlook.com,900000,administrador
234,Santiago,,Gómez,Gómez,326300488,santiago.gómez46@hotmail.com,1500000,empleado
235,Andrés,,Rodríguez,Pérez,309382861,andrés.rodríguez85@hotmail.com,3000000,administrador
236,Andrés,,Martínez,,318546994,andrés.martínez80@gmail.com,1200000,empleado
237,Camilo,Juan,Torres,López,328641918,camilo.torres11@hotmail.com,900000,administrador
238,Camila,Mateo,Gómez,,327083841,camila.gómez72@outlook.com,900000,empleado
239,Andrea,Andrea,Hernández,,303082435,andrea.hernández56@outlook.com,3000000,administrador
240,Paula,,Martínez,,305514609,paula.martínez58@gmail.com,1800000,administrador
241,Valentina,Camilo,Hernández,,302530645,valentina.hernández9@hotmail.com,1000000,empleado
242,Felipe,Andrés,Ramírez,,324148539,felipe.ramírez48@gmail.com,1000000,administrador
243,Andrea,Felipe,Sánchez,López,303898220,andrea.sánchez37@hotmail.com,1200000,administrador
244,Mateo,,Rodríguez,,305432377,mateo.rodríguez75@outlook.com,2500000,administrador
245,Andrés,,Martínez,Sánchez,324318972,andrés.martínez34@hotmail.com,1500000,empleado
246,Javier,Sara,Gómez,Torres,321585355,javier.gómez18@gmail.com,3000000,empleado
247,Santiago,,Hernández,,311029007,santiago.hernández62@gmail.com,800000,empleado
248,Andrés,,Pérez,Sánchez,318955072,andrés.pérez33@outlook.com,800000,administrador
249,Andrea,Felipe,Gómez,,313221648,andrea.gómez72@hotmail.com,1800000,empleado
250,Carlos,,Torres,,302267298,carlos.torres85@hotmail.com,1000000,administrador
251,Andrea,Daniela,Martínez,Gómez,303709685,andrea.martínez13@gmail.com,800000,empleado
252,Valentina,Camilo,Martínez,García,307884127,valentina.martínez82@gmail.com,3000000,administrador
253,Andrea,,Martínez,Hernández,327439969,andrea.martínez30@outlook.com,900000,administrador
254,Javier,,García,Pérez,326174910,javier.garcía20@hotmail.com,1500000,administrador
255,Andrea,,Pérez,,324392496,andrea.pérez10@hotmail.com,1800000,administrador
256,Juan,,Torres,,313210191,juan.torres84@hotmail.com,1500000,empleado
257,Javier,Juliana,Ramírez,Rodríguez,323574837,javier.ramírez70@gmail.com,3000000,administrador
258,María,,Ramírez,,318077757,maría.ramírez14@outlook.com,900000,empleado
259,Juliana,Camila,García,,314869205,juliana.garcía94@outlook.com,800000,administrador
260,Carlos,Luis,Ramírez,,322851852,carlos.ramírez85@hotmail.com,1000000,empleado
261,Sara,Camilo,Pérez,,305738327,sara.pérez14@gmail.com,3000000,empleado
262,Juan,,Ramírez,Ramírez,325946171,juan.ramírez30@gmail.com,900000,administrador
263,Laura,,Ramírez,Sánchez,327136483,laura.ramírez54@gmail.com,1200000,administrador
264,Santiago,,Torres,García,327150377,santiago.torres29@hotmail.com,2000000,empleado
265,María,,Torres,Torres,311175466,maría.torres6@hotmail.com,2500000,administrador
266,Juliana,Andrés,Torres,Rodríguez,325285310,juliana.torres29@hotmail.com,1800000,administrador
267,Andrea,,Hernández,Torres,326526203,andrea.hernández31@hotmail.com,3000000,administrador
268,Juan,Sara,Pérez,,307976671,juan.pérez61@outlook.com,1800000,administrador
269,Natalia,Luis,Sánchez,Pérez,315727478,natalia.sánchez84@gmail.com,1800000,administrador
270,Paula,Paula,Rodríguez,Pérez,322998227,paula.rodríguez81@hotmail.com,2000000,empleado
271,Sara,Natalia,López,García,303215805,sara.lópez66@hotmail.com,3000000,empleado
272,Natalia,,Rodríguez,,308281955,natalia.rodríguez62@hotmail.com,1500000,empleado
273,Laura,Valentina,Torres,Rodríguez,324338752,laura.torres22@outlook.com,3000000,empleado
274,Sara,Camilo,Pérez,Ramírez,327784959,sara.pérez72@gmail.com,3000000,empleado
275,Sara,María,Torres,,328568236,sara.torres79@gmail.com,1800000,empleado
276,Juan,Camilo,López,Gómez,326475734,juan.lópez3@gmail.com,2000000,empleado
277,Valentina,Javier,Ramírez,Gómez,312705606,valentina.ramírez37@hotmail.com,2000000,empleado
278,Laura,Sara,García,,307693494,laura.garcía72@outlook.com,1500000,empleado
279,María,Carlos,López,,316276643,maría.lópez75@gmail.com,1000000,administrador
280,Camilo,Andrés,Ramírez,Torres,322872479,camilo.ramírez93@hotmail.com,3000000,empleado
281,Javier,,López,Hernández,307800697,javier.lópez94@gmail.com,3000000,administrador
282,Felipe,Camila,Torres,Gómez,314717303,felipe.torres38@outlook.com,2000000,administrador
283,Camilo,Laura,Martínez,Sánchez,321233612,camilo.martínez91@gmail.com,800000,administrador
284,Natalia,Laura,García,,323538113,natalia.garcía89@outlook.com,800000,administrador
285,Felipe,,López,Hernández,304826030,felipe.lópez66@outlook.com,800000,administrador
286,Daniela,Mateo,Rodríguez,,317743299,daniela.rodríguez69@gmail.com,1800000,administrador
287,Andrea,,Pérez,,313485842,andrea.pérez83@gmail.com,1500000,empleado
288,Paula,,Hernández,Gómez,308762238,paula.hernández58@outlook.com,1000000,administrador
289,Sara,,Torres,García,311514933,sara.torres12@hotmail.com,1800000,empleado
290,Valentina,Camila,Gómez,López,304969206,valentina.gómez61@hotmail.com,1500000,empleado
291,María,,Martínez,Rodríguez,314326426,maría.martínez66@outlook.com,2000000,empleado
292,Natalia,Diego,Pérez,,319563852,natalia.pérez20@gmail.com,900000,administrador
293,Daniela,,Hernández,,308113079,daniela.hernández96@gmail.com,3000000,empleado
294,Laura,,Gómez,,325840899,laura.gómez11@outlook.com,3000000,empleado
295,Javier,Juan,Rodríguez,García,325359531,javier.rodríguez56@hotmail.com,1800000,administrador
296,Diego,,Ramírez,García,301167787,diego.ramírez16@gmail.com,1200000,empleado
297,María,Juan,Sánchez,Hernández,326662378,maría.sánchez83@gmail.com,2500000,administrador
298,Daniela,Daniela,Pérez,Rodríguez,328356226,daniela.pérez12@hotmail.com,1200000,empleado
299,Laura,,Torres,Sánchez,317452303,laura.torres40@hotmail.com,900000,administrador
300,Juan,,García,López,328403309,juan.garcía69@gmail.com,3000000,administrador
301,Natalia,,Sánchez,,304532359,natalia.sánchez88@outlook.com,1500000,empleado
302,Natalia,Andrea,Rodríguez,,321293681,natalia.rodríguez96@gmail.com,1000000,empleado
303,Luis,,Rodríguez,García,324138263,luis.rodríguez64@gmail.com,2500000,administrador
304,Sara,,Hernández,,308411954,sara.hernández75@outlook.com,3000000,administrador
305,Daniela,Daniela,Pérez,,318330570,daniela.pérez92@outlook.com,2500000,administrador
306,Juliana,Natalia,Sánchez,Sánchez,302225261,juliana.sánchez78@gmail.com,1800000,empleado
307,Andrés,Sara,Ramírez,Rodríguez,325071004,andrés.ramírez42@gmail.com,3000000,administrador
308,Mateo,Andrés,Gómez,Pérez,328441396,mateo.gómez52@outlook.com,1500000,empleado
309,Camila,,Ramírez,Pérez,305680762,camila.ramírez30@gmail.com,1500000,empleado
310,Juan,,García,,319174313,juan.garcía73@outlook.com,1500000,administrador
311,Diego,Javier,Torres,Hernández,309101196,diego.torres55@hotmail.com,1800000,empleado
312,Javier,Mateo,Ramírez,Sánchez,316209457,javier.ramírez58@hotmail.com,800000,administrador
313,Javier,María,Martínez,García,325589174,javier.martínez38@outlook.com,2500000,empleado
314,Andrés,,Torres,López,304909070,andrés.torres23@hotmail.com,900000,empleado
315,María,Felipe,Rodríguez,Sánchez,317146237,maría.rodríguez60@outlook.com,900000,administrador
316,Laura,,López,Rodríguez,301023081,laura.lópez83@outlook.com,1500000,administrador
317,Paula,Paula,Gómez,Ramírez,309480519,paula.gómez94@outlook.com,800000,empleado
318,Camilo,,Rodríguez,López,314815767,camilo.rodríguez78@outlook.com,900000,administrador
319,Santiago,Camilo,Rodríguez,Sánchez,325134275,santiago.rodríguez80@hotmail.com,2000000,administrador
